,pred,prices
211,10.835154577658866,25341
212,10.835154577658866,25361
213,10.835154577658866,25381
214,10.835154577658866,25401
215,10.835154577658866,25421
216,10.835154577658866,25441
217,10.835154577658866,25461
218,10.835154577658866,25481
219,10.835154577658866,25501
220,10.835154577658866,25521
221,10.835154577658866,25541
222,10.835154577658866,25561
223,10.835154577658866,25581
224,10.835154577658866,25601
225,10.835154577658866,25621
226,10.835154577658866,25641
227,10.835154577658866,25661
228,10.835154577658866,25681
229,10.835154577658866,25701
230,10.835154577658866,25721
231,10.835154577658866,25741
232,10.835154577658866,25761
233,10.835154577658866,25781
234,10.835154577658866,25801
235,10.835154577658866,25821
236,10.835154577658866,25841
237,10.835154577658866,25861
238,10.835154577658866,25881
239,10.835154577658866,25901
240,10.835154577658866,25921
241,10.835154577658866,25941
242,10.835154577658866,25961
243,10.835154577658866,25981
244,11.014625698596316,26001
245,11.014625698596316,26021
246,11.014625698596316,26041
247,11.014625698596316,26061
248,11.014625698596316,26081
249,11.014625698596316,26101
250,11.014625698596316,26121
251,11.014625698596316,26141
252,11.014625698596316,26161
253,11.014625698596316,26181
254,11.014625698596316,26201
255,11.014625698596316,26221
256,11.014625698596316,26241
257,11.014625698596316,26261
258,11.663597179823965,26281
259,11.663597179823965,26301
260,11.663597179823965,26321
261,16.282282747918025,26341
262,16.282282747918025,26361
263,16.282282747918025,26381
